Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
CH01-06_S1_L001_R1_001_val_1	3.514039692250009	31.0	51.1739135454774	0.0	1125933.0
CH01-06_S1_L001_R2_001_val_2	3.0007210794971115	31.0	51.19458795505594	0.0	1125933.0
CH01-14_S2_L001_R1_001_val_1	2.994834371509455	30.0	49.443635927699454	0.0	884198.0
CH01-14_S2_L001_R2_001_val_2	2.373738434466688	30.0	49.550597264413625	0.0	884198.0
CH01-22_S3_L001_R1_001_val_1	3.62866473475934	30.0	51.129659791532234	0.0	1061555.0
CH01-22_S3_L001_R2_001_val_2	3.067466543886624	30.0	51.140396870628464	0.0	1061555.0
CH01-38_S4_L001_R1_001_val_1	2.8550305989841434	31.0	50.4860063896241	0.0	1678659.0
CH01-38_S4_L001_R2_001_val_2	2.3242011528647453	31.0	50.58183466683823	0.0	1678659.0
CH03-04_S5_L001_R1_001_val_1	5.580736112205926	30.0	51.41235723947342	0.0	1647164.0
CH03-04_S5_L001_R2_001_val_2	4.795785358071797	30.0	51.52600773207768	0.0	1647164.0
CH03-15_S6_L001_R1_001_val_1	4.212188694950811	28.0	51.96449454271514	0.0	679642.0
CH03-15_S6_L001_R2_001_val_2	3.54901871552984	28.0	52.000451708399424	0.0	679642.0
CH03-33_S7_L001_R1_001_val_1	4.781783760666343	31.0	51.890624180074916	0.0	1600756.0
CH03-33_S7_L001_R2_001_val_2	4.197861337115114	31.0	51.906652231820466	0.0	1600756.0
CH05-01_S8_L001_R1_001_val_1	4.009638658642018	31.0	50.67730432275243	0.0	1303984.0
CH05-01_S8_L001_R2_001_val_2	3.2020588712197906	31.0	50.75270478778881	0.0	1303984.0
CH05-06_S9_L001_R1_001_val_1	5.847867275606816	26.0	52.750195353782495	0.0	624508.0
CH05-06_S9_L001_R2_001_val_2	5.130176055794735	27.0	52.75616165045123	0.0	624508.0
CH05-21_S10_L001_R1_001_val_1	4.513662712844052	31.0	51.68086854436459	0.0	1489803.0
CH05-21_S10_L001_R2_001_val_2	3.7486504480824863	31.0	51.712886871619936	0.0	1489803.0
CH05-24_S11_L001_R1_001_val_1	2.2655256331804026	33.0	50.06772605690144	0.0	917446.0
CH05-24_S11_L001_R2_001_val_2	1.8184721465918727	33.0	50.18636846201302	0.0	917446.0
CH07-06_S12_L001_R1_001_val_1	4.1774623744127695	30.0	51.312196740807195	0.0	1533754.0
CH07-06_S12_L001_R2_001_val_2	3.5145324966383953	30.0	51.35576500533984	0.0	1533754.0
CH07-11_S13_L001_R1_001_val_1	6.212799968370348	27.0	51.97206657067052	0.0	966011.0
CH07-11_S13_L001_R2_001_val_2	5.399474166467982	27.0	52.01799979503339	0.0	966011.0
CH07-24_S14_L001_R1_001_val_1	7.407721490513907	26.0	50.97923861135516	0.0	919688.0
CH07-24_S14_L001_R2_001_val_2	6.106041609604347	26.0	51.05247323005193	0.0	919688.0
CH09-02_S15_L001_R1_001_val_1	5.222964670848441	31.0	49.83283608875246	0.0	2017116.0
CH09-02_S15_L001_R2_001_val_2	4.220908123868298	31.0	49.85074333850904	0.0	2017116.0
CH09-13_S16_L001_R1_001_val_1	12.578072567614669	27.0	51.373401175893186	0.0	599034.0
CH09-13_S16_L001_R2_001_val_2	10.621249355176289	27.0	51.39543331430269	0.0	599034.0
CH09-28_S17_L001_R1_001_val_1	3.3396413157106224	31.0	50.97689591146483	0.0	1956104.0
CH09-28_S17_L001_R2_001_val_2	2.8027027307631727	31.0	51.04447718526213	0.0	1956104.0
CH10-01_S18_L001_R1_001_val_1	3.854990488895055	31.0	50.793608110733274	0.0	2120844.0
CH10-01_S18_L001_R2_001_val_2	3.319133614683693	31.0	50.81037926410429	0.0	2120844.0
CH10-08_S19_L001_R1_001_val_1	4.195772494923062	30.0	52.03254910223096	0.0	1495095.0
CH10-08_S19_L001_R2_001_val_2	3.433128113476087	30.0	52.06835953568168	0.0	1495095.0
CH10-11_S20_L001_R1_001_val_1	3.182237981939508	30.0	50.148550082507086	0.0	2759157.0
CH10-11_S20_L001_R2_001_val_2	2.728631916350139	30.0	50.16882475335764	0.0	2759157.0
